id,date,time,content,first_name,last_name,status,slug,type
4294,13-12-18,21:33:11,"Hilary read music at The University of East Anglia and studied singing at The Royal Academy of Music. She began her career recording and broadcasting with The Ambrosian Singers and is now principally an oratorio soloist appearing with many UK choral societies. In Recital she works with pianist Adrian Hobbs presenting programmes ranging from classical to light repertoire. Together they were finalists in the 2004 Lotte Lehmann Cybersing Artsong Competition.

On the operatic stage she has played Mrs. Peachum in Central Festival Opera‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s production of The Beggar‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s Opera., Mrs. Jedermann in‰Û_ÌãÌ_‰ö_ÌÔ‰ö_‰öÇScoring a Century for the Lillian Baylis project at ENO and principal roles with Opera Viva, Abbey Opera and Chelsea Opera Group.

For ten years, Hilary toured with her trio Cavatina throughout the UK, Channel Islands and Eire. In 1995 she took her original one-woman cabaret ‰Û_ÌãÌ_‰ö_ÌÔ‰ö_‰öÇA Chorus of One‰Û_ÌãÌ_‰ö_ÌÔ‰ö_ìÛ directed by Keith Warner to the Edinburgh Fringe. She now tours for the Arts Council Rural Touring Forum with Flamin' Dames. She has a private teaching practice in South West London and is on the staff of AIMS International Music School.",Hilary,Fisher,publish,hilary-fisher,page
4296,13-12-18,21:33:35,"Jacquelyn Fugelle is one of the most versatile sopranos of her generation performing in opera, operetta, oratorio and recital. She studied at the Guildhall School of Music and in Vienna and Rome and was a prize winner in the Kathleen Ferrier Memorial Competition.
She gave her operatic debut at the Royal Opera House, Covent Garden as Arbate in Mozart`s `Mitridate` to wide critical acclaim and went on to perform other lead roles in London and Italy.

Oratorio performances include Elijah at St Paul`s Cathedral conducted by Kurt Masur and over forty concerts at the Royal Festival Hall and Queen Elizabeth Hall including Elgar`s `The Kingdom` and Brahms` Requiem. She has performed in virtually every country in Europe including Bach`s B Minor Mass in St Mark`s, Venice and Handel`s Solomon at the Meistersingers Hall, Nuremburg.

Jacquelyn has given over seventy broadcasts for BBC Radio 2 and 3 including a live broadcast from the Mermaid Theatre in London together with her daughter, West End musical theatre singer Abigail Jaye with the BBC Concert orchestra. Television appearances include broadcasts in Hilversum, Stockholm, Rome, Hungary and for ITV. Jacquelyn frequently performs in classical and music theatre entertainment for her company Chocolate Box Opera. More information from <a href=""http://www.jacquelynfugelle.com/"">www.JacquelynFugelle.com</a>.",Jacquelyn,Fugelle,publish,jacquelyn-fugelle,page
4298,13-12-18,21:41:01,"Theresa Goble, Mezzo ‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å¬Soprano, was born in Portsmouth and studied singing at the Guildhall School of Music and Drama and the National Opera Studio, London. She has appeared with major opera companies in the UK, including English National Opera, Scottish Opera and Opera Holland Park. She has recorded with the Royal Philharmonia and Opera Rara and was the mezzo soloist for the BBC History Series,Conquistadors.

She has performed throughout Europe, toured America singing the title role in Bizet‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s Carmen and made her concert debut in Indianapolis at the Bruckner Fest. In February 2008 she presented a series of concerts in Virginia USA of early American Music in conjunction with the International Center for Jefferson Studies at Monticello and recorded a CD of music associated with Thomas Jefferson.

Theresa is also an Internationally acclaimed voice teacher in great demand. In 1990 she was invited to join the staff of the Guildhall as a Professor of Vocal Studies. She represented the United Kingdom conservatories in a series of international masterclasses for the Montepulciano Opera Festival, as part of a European Union led project with students from the Paris Conservatoire, K‰Û_ÌÊÌ_‰Û_ÌÊÌàln Hochschule, Guildhall School of Music &amp; Drama, and the Vienna Hochschule. A documentary for German TV was made of the project.

For a number of years Theresa has taught at AIMS International Music School. She is frequently engaged as an examiner, audition panelist and adjudicator. Theresa‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s own insight‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s as performer and teacher draw on traditional Bel Canto technique as well as educational kinesiology, Brain Gym, and inner game principles. She recently completed a two year research project to assess the effectiveness of the use of Educational Kinesiology in assisting the learning of the developing musician during conservatoire study.",Theresa,Goble,publish,theresa-goble,page
4300,13-12-18,21:38:29,"Robert was a chorister at King‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s College Cambridge under the direction of Boris Ord. He later won a Music Scholarship to King‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s Canterbury, and then proceeded to Magdalen College, Oxford where he was a Choral Scholar under Bernard Rose.

As a principal tenor at Guildford Cathedral he sang solos on the platinum disc Carols from Guildford Cathedral. He inaugurated the Music Department at Guildford Technical College and was the first conductor of the national youth string players Pro Corda. In 1971 he became Musical Director of the Schola Cantorum of Oxford, working alongside Marriner, Tippett and Norrington. Maintaining his career as a tenor soloist he also sang with the Monteverdi Choir.

As Lecturer in Music at Bournemouth University he established Opera South. He was later appointed Director of Music to the largest school in the country at that time, Lord Williams‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´ School, Thame. Robert is about to retire from the post of Director of Music, Ardingly College and can now involve himself fully in the exciting AIMS venture.",Robert,Hammersley,publish,robert-hammersley,page
4302,13-12-18,21:33:47,"John has enjoyed an illustrious career in the world of opera, oratorio, recitals and consort singing. He has performed roles with the Royal Opera, WNO, Glyndebourne and Kent Opera. He has an established reputation as a choral director, and voice teacher. He is Music director of the East Sussex Bach Choir and Eastbourne Choral Society, and is co-director of the Brighton Early Music Festival Singers. He is on the staff at Trinity College of Music and and is head of vocal studies at Christ‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s Hospital.",John,Hancorn,publish,john-hancorn,page
4304,13-12-18,21:40:00,"Stephen was educated at Canterbury Cathedral Choir School and the King's School, studying organ with Allan Wicks and piano with the eminent pianist Ronald Smith, before continuing his training as organ scholar at Bristol University, specialising in Keyboard performance and conducting. Since then, he has worked extensively both as pianist and conductor with a number of societies and orchestras including the English National Orchestra, English Northern Philharmonia, London City Ballet, Northern Ballet Theatre and the Pittsburgh Symphony Orchestra. He has also worked with such artists as Marilyn Hill-Smith, John Noble, Frank Edgerton, Jack Brymer, Ronald Smith, Sir Harry Secombe, Clarence Myerscough, and Roy Castle.

In 1989 and 1990, Stephen was awarded a coveted Fellowship to the Conductors' Institute of America where he studied with a number of distinguished conductors including Morton Gould, Lukas Foss, Daniel Lewis and Harold Farberman. In addition, he maintains a parallel career as an organist in his posts as Director of Music at St. John's, Belmont, and the Streatham Liberal Synagogue, and pianistically as an accompanist and a member of the music staff at Laine Theatre Arts in Epsom. Stephen regularly engages orchestras and artists for shows and concerts and created the Alkan International Piano Competition in 1988.

Stephen has worked as a radio presenter on CFM Radio, and as a guest on the Clive Bull Show on LBC. His own one-man show 'Face the Music with Hope' has been presented throughout the UK with great success. Stephen conducted highly acclaimed performances of Nabucco, Masked Ball, Carmen and Turandot with Bel Canto Festival Opera during his 4 years as Music Director. He has worked extensively in the theatre, directing many of the leading operatic societies in the South of England.

In 2002, Stephen formed the Sinfonia da Chiesa and in 2003 created the Sussex Festival Choir. In 2004, the newly formed Essex Festival Choir gave its inaugural concert in Chelmsford Cathedral. In June 2005 he undertook a concert tour with 120 singers and instrumentalists to Rome and Florence to great acclaim, receiving invitations to conduct concerts in Houston and a concert for the Pope in 2006. He regularly arranges short choir and orchestra trips abroad, to places such as Bruges, Rouen, Lille and Bavaria. In June 2007, Stephen took the Sussex Festival Choir and the Sinfonia da Chiesa on a 5 day tour to Venice, which was very enthusiastically received. Highlights of 2007/8 include numerous choral concerts and workshops, culminating in SFC‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s 6th concert, performing Mendelssohn‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s Elijah in Arundel Cathedral.",Stephen,Hope,publish,stephen-hope,page
4306,13-12-18,21:28:09,"Colin is an organist and choral director of over thirty years experience. For many years he was Musical Director of the National Trust Fete Champetre in Stourhead Gardens, and has made numerous broadcasts on radio and television in the UK, Scandinavia and further afield.

He also works as an accompanist/repetiteur, with past collaborations ranging from the Treorchy Male Voice and the National Youth Choirs to Acker Bilk and the late Leslie Crowther. He is a regular contributor to the Jackdaws Music Education Trust; and touches down in Eastbourne this year immediately after what promises to be an exciting recital tour of Tuscany with his own church choir of St. Mary, Bathwick.",Colin,Hunt,publish,colin-hunt,page
4308,13-12-18,21:27:21,"Bryan has wide experience of singing, from opera to Music Theatre, and from Cathedral Lay Clerkship to oratorio.

Life as a singer, actor and ski instructor is what keeps Bryan challenged, solvent, and amused. He has performed in Opera Houses around the UK and abroad; in musicals in the West End; and appears regularly on TV, radio and recordings. He is a tenor among tenors, having sung with Luciano Pavarotti, Placido Domingo, Andrea Bocelli, Roberto Alagna and Josh Groban, to namedrop a few!

Trained at the Royal College of Music and at the Welsh College of Music and Drama, his early professional life comprised teaching singing around the country, whilst gaining performance experience in most of the genres associated with singers; opera, oratorio, concert, recital and Music Theatre. Bryan is most comfortable performing in Opera and Music Theatre, where his love of singing, acting, dancing and language may be indulged.",Bryan,Husband,publish,bryan-husband,page
4310,13-12-18,21:37:11,"Richard trained at King's College Cambridge and the Guildhall School of Music and Drama. He has sung opera for ENO, Opera North, Glyndebourne, Almeida Opera and the Monnaie in Brussels. He is a founder-member of the Songmakers' Almanac. He has worked with the piano-accompanists Gerald Moore, Geoffrey Parsons, Roger Vignoles and Graham Johnson. His concert appearances have taken him to festivals in Edinburgh and Aldeburgh, and abroad to the USA, Hong Kong, Germany, Spain etc. He collaborated with Jonathan Miller in the staging of Bach‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s St Matthew Passion; with Rostropovich in Eugene Onegin; and with Gian-Carlo Menotti in his opera Maria Golovin. Richard has made numerous TV, radio and CD recordings. He is a Professor at GSMD, RAM and TCM, and has given master classes in Australia and Hong Kong. He has served twice on the jury of the Kathleen Ferrier Awards.",Richard,Jackson,publish,richard-jackson,page
4312,13-12-18,21:26:40,"Brian divides his working life between the broadcasting studio and the concert platform. His many presentations for BBC radio have included ‰Û_ÌãÌ_‰ö_ÌÔ‰ö_‰ä_Brian Kay‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s Sunday Morning‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´, ‰Û_ÌãÌ_‰ö_ÌÔ‰ö_‰ä_Brian Kay‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s Light Programme‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´, the weekly listeners‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´ request programme ‰Û_ÌãÌ_‰ö_ÌÔ‰ö_‰ä_3 for all‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´ and ‰Û_ÌãÌ_‰ö_ÌÔ‰ö_‰ä_Choirworks‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´ (all Radio 3); on Radio 2 the popular programmes ‰Û_ÌãÌ_‰ö_ÌÔ‰ö_‰ä_Melodies for You‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´ and ‰Û_ÌãÌ_‰ö_ÌÔ‰ö_‰ä_Friday Night is Music Night‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´; and for Radio 4, ‰Û_ÌãÌ_‰ö_ÌÔ‰ö_‰ä_Comparing Notes‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´ and ‰Û_ÌãÌ_‰ö_ÌÔ‰ö_‰ä_Music in Mind‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´. His former BBC World Service programme ‰Û_ÌãÌ_‰ö_ÌÔ‰ö_‰ä_Classics with Kay‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´ reached an audience of millions all over the world. Brian‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s television presentations have included the competitions to find the Cardiff Singer of the World and the Choir of the Year, and every year since 1996, the New Year‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s Day Concert from Vienna. He has twice won a Sony Award as Music Presenter of the Year, including the coveted Gold Award in 1996.

On the concert platform, he presents and narrates concerts with many of the leading orchestras. His narrations include Peter and the Wolf, Paddington Bear‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s First Concert, Tubby the Tuba, Babar the Elephant, The Snowman, The Musicians of Bremen, Walton‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s Fa‰Û_ÌÊÌ_‰ö_Ì_ade, Honegger‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´sKing David and Bliss‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s Morning Heroes.

Brian Kay is conductor of Vaughan Williams‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´ Leith Hill Musical Festival in Surrey, and of the Burford Singers, near to his home in the Cotswolds. He is an associate conductor of The Really Big Chorus, with which he regularly directs massed voices in London‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s Royal Albert Hall, together with recent concerts in Salzburg, Seville, Prague, Venice, Cape Town and Dubrovnik, and a performance of Handel‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s Messiah in Beijing‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s Forbidden City Concert Hall. He was, for ten years, chorus master of the Huddersfield Choral Society, and conductor of the Cheltenham Bach Choir, the Bradford Festival Choral Society, the Cecilian Singers of Leicester, and the Kendal-based Mary Wakefield Westmorland Festival. He frequently guest-conducts choirs and orchestras in many parts of the country. Further afield, in New Zealand he has conducted the Orpheus Choir of Wellington and the Auckland Choral Society, and in Sheffield, Massachusetts, the Berkshire Choral Festival. He is a Vice President of the Association of British Choral Directors and of the Royal School of Church Music.

Brian has twice appeared at the Royal Variety Show: in 1978 as a member of the King‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s Singers (he was a founder member, and as the bass voice in the group performed over 2,000 concerts world-wide); and in 1987 conducting the Huddersfield Choral Society. He sang the voice of Papageno in the Hollywood movie ‰Û_ÌãÌ_‰ö_ÌÔ‰ö_‰ä_Amadeus‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´ (his wife, the soprano Gillian Fisher sang Papagena). He has also been the lowest frog on a Paul McCartney single, one of the six wives to Harry Secombe‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s Henry VIII, and a member of the backing group for The Pink Floyd!",Brian,Kay,publish,brian-kay,page
4314,13-12-18,21:40:37,"Since winning the National Mozart Singing Competition, Susan has enjoyed a flourishing career that has taken her to major concert venues throughout the world. Specialising in contemporary song, lieder and chanson, she is regularly broadcast on BBC Radio 3 and has recorded for Norwegian Radio.

Susan has given concerts at the Wigmore Hall, Purcell Room, St. John, Smith‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s Square and St. James‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s Palace as well as major venues in Moscow, Copenhagen and Stockholm. Operatic engagements have taken her to Glyndebourne, Bayreuth, Wexford and Aldeburgh Festivals and the Walton Trust, Ischia. In oratorio, Susan has performed all of Elgar‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s works, the Bach Passions, Verdi and Mozart Requiems and given performances of Handel‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s Messiah in Mexico. She has recorded soundtracks for Film, TV and video games and regularly sings with the BBC Singers.

Susan‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s awards include: the National Mozart Singing Competition; Richard Tauber Schubert Society Prize; Tillett Trust‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s Young Artists' Platform; finalist in the Kathleen Ferrier Awards and Belvedere International Singing Competition, Vienna and British representative in the Queen Sonja International Music Competition, Norway.
With pianist Ann Martin-Davis, Susan received international acclaim for a CD of Lutos?awski chamber music for ASV Label which will soon be re-released on the Nimbus Label, following their new CD: ‰Û_ÌãÌ_‰ö_ÌÔ‰ö_‰ä_Heaven-Haven‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´ - The Songs of Peter Pope.‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´ The duo recently gave a successful tour of South America and will return next year.

Susan studied singing with Margaret Kingsley at the Royal College of Music and the National Opera Studio and piano with Clifford Benson and Phyllis Sellick. She is currently Head of Voice at University of Chichester. Susan enjoys singing with Neil Jenkins and Sussex Chorus and also frequently performs with Jacquelyn Fugelle and Terry Allbright on the concert platform.",Susan,Legg,publish,susan-legg,page
4316,13-12-18,21:31:24,"Delia trained and performed as a ballet dancer and subsequently became a freelance opera producer, director and drama coach. She works with the major opera companies and colleges, as well as running courses on the continent. Her private practice is based in London and Sussex. Delia‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s aim is to help singers realise their true performing potential with passion and integrity.",Delia,Lindon,publish,delia-lindon,page
4321,13-12-18,21:36:56,"Penelope Mackay was born in Yorkshire and trained at the Guildhall School of Music &amp; Drama, London. Having spent most of her professional career in opera (Glyndebourne, English National Opera, Covent Garden, Opera North, Flanders, Li‰Û_ÌÊÌ_åÂÌ ge, Graz, New Opera Company, English Opera Group and English Music Theatre), she began her teaching career in 1988, combining it with performances at Covent Garden (Cunning Little Vixen) and Her Majesty‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s Theatre (Phantom of the Opera). Penny was responsible for coaching in French Song at the Royal Academy of Music and French diction and phonetics both there and at the Guildhall School of Music &amp; Drama until 2008. She was also a professor of singing in both institutions with a wide brief, teaching undergraduates on the classical and the jazz courses at GSMD, and postgraduates in both institutions on the opera courses, music theatre and early music courses.

Penny was granted her Primary EVTS Licence by Jo Estill in May 2002. She has recently been involved with the Britten Pears Young Artists programmes at Snape Maltings, coaching on the opera, oratorio and French song and Lieder courses.",Penelope,Mackay,publish,penelope-mackay,page
4323,13-12-18,21:35:08,"Morag was born and educated in Edinburgh. After leaving school she graduated in Music Education at Lancaster University, then trained as an opera singer at the Royal Northern College of Music, where she was lucky enough to have singing lessons with Frederick Cox. More recently, as a mature student she completed an MA with distinction in Performance Health and Personal Development at London College of Music in 2011. She has a specific interest and continued academic study on Performance Psychology and the power of emotional expression in singing.

She has performed in a wide variety of opera, musicals, concerts and music theatre productions, including principal roles with Welsh National Opera (The Mother and Witch in <em>Hansel and Gretel</em>), Scottish Opera (Lucy in <em>Threepenny Opera</em>), The Royal National Theatre (Mrs Segstrom in <em>A Little Night Music</em>) and in the West End (Carlotta in <em>Phantom of the Opera</em>). She toured internationally with Opera Circus (The Good Wife in <em>Shameless an Immoral Tale</em>), presented on BBC Radio 3, released three solo CD‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s and featured on RNT cast recording and other compilations. Morag presents her One Woman Shows worldwide and is currently a member of the opera improvisation group, <em>Impropera</em>, which has a residency at the London venue King‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s Place.

Morag works as a vocal coach/consultant for emerging artists privately and has led performance workshops and master classes at The Guildhall School of Music and Drama, London College of Music, Ardingly International Music School, Guildford School of Acting, and The Cooper Hall Emerging Artists Workshop. Her teaching collaboration with Theresa Goble (<em>Vox Integra</em>) involves her in a range of vocal weekend workshops in London on a regular basis, with an emphasis on the integration of vocal skills with acting for singers. Her fun, playful, improvisational approach to this key element of vocal expression aims and has shown to tap creative potential, choice, individuality, and confidence in the performer. She strives to offer tools and ownership of a singer‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s talent and ability, that liberates, and enables them to go out into the profession equipped to work freely and openly with directors and fellow performers, with a view to making them a welcome and employable company member. There is always a keen focus on ensemble quality and contact in her workshops, whilst at the same time providing opportunities for singers to take centre stage in the hope that they feel empowered as a soloist.

The nature of her workshops, as facilitation process work, and her breadth of professional performance experience, particularly in physical theatre and devising, has more recently and inevitably led Morag to directing.

Morag is Patron of Frome Festival, and as the founder and principal Trustee of The Cooper Hall Foundation charity (<a title=""Cooper Hall"" href=""http://www.cooperhall.org/"" target=""_blank"">www.cooperhall.org</a>), promotes music performances, education and the development of creative projects at Cooper Hall, a performance space, venue on the outskirts Frome, Somerset. She has now directed ‰Û_ÌãÌ_‰ö_ÌÔ‰ö_‰ä_The Turn of the Screw‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´ (2013), ‰Û_ÌãÌ_‰ö_ÌÔ‰ö_‰ä_Hansel and Gretel‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´ (2014), and ‰Û_ÌãÌ_‰ö_ÌÔ‰ö_‰ä_Cosi Fan Tutte‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´ (2015) for Frome Festival in collaboration with Bath Philharmonia. Her Cooper Hall Emerging Artists Workshop provides welcome and valuable opportunities for young professional singers to discover, learn about and experience the process of role development, rehearsal, working with an orchestra and performance. These productions create direct and meaningful links with the profession the young singers have chosen to pursue, in a nurturing as opposed to judgmental environment. Morag feels very strongly that this approach is key to assimilation of learning, and personal development.

In September (2015), Morag was delighted to have been invited to direct ‰Û_ÌãÌ_‰ö_ÌÔ‰ö_‰ä_Dido and Aeneas‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´ at London College of Music, where the process will be structured as a weekly session over the period of two academic terms, giving her a chance to explore further her ideas and principles of integration and process work for singers.

See <a href=""http://www.moragmclaren.com"">www.moragmclaren.com</a>",Morag,McLaren,publish,morag-mclaren,page
4327,13-12-18,21:35:24,"Nathan Medley is rapidly becoming one of the leading countertenors of his generation. His upcoming season includes his Los Angeles Philharmonic debut under Gustav Dudamel premiering John Adam‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s new oratorio, ‰Û_ÌãÌ_‰ö_ÌÔ‰ö_‰ä_The Gospel According to the other Mary‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´. His performing career has taken him around the United States and Europe singing recital, oratorio and opera repertoire. His opera credits include the roles of Oberon in A Midsummer Night‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s Dream, Dema in Cavalli‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s L‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´Egisto, and Ottone in Monteverdi‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s L‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´incoronazione di Poppea. The latter of which he covered for the Juilliard School on short notice. As Ottone, Medley won praise from Cleveland critics for an interpretation ‰Û_ÌãÌ_‰ö_ÌÔ‰ö_‰öÇsung with baroque perfection‰Û_ÌãÌ_‰ö_ÌÔ‰ö_ìÛ. Mr Medley has worked under the direction of Stephen Stubbs, Umberto Finazzi, Sally Stunkel, Jonathon Field, Webb Wiggins and Danielle Ptelli.

As a core member of the ensemble, Echoing Air, Medley sings frequent concert performances of chamber music. Echoing Air, now in its third season, enjoys a full local concert season in Indianapolis as well as annual tours throughout the midwest and United States. In addition to the standard baroque concert repertoire, Mr Medley frequently commissions and performs modern works in an effort to broaden public awareness of the countertenor voice type.
In 2008, Mr Medley became a Presser Scholar and began a study of pedagogical approaches to the countertenor voice type and 20th-century countertenor repertoire. He has appeared in master classes with Marilyn Horne, Emma Kirkby and Ellen Hargis and holds a Bachelor of Music degree from Oberlin Conservatory in voice and historical performance.

Nathan is also an active teacher with students of all ages and skill levels. He is an adjunct professor of voice at Marian University and also teaches at the University of Indianapolis. He can be heard singing weekly with the Christ Church Cathedral Choir of Men and Boys.",Nathan,Medley,publish,nathan-medley,page
4329,13-12-18,21:27:02,"Brian is a Graduate of the Royal College of Music and the RCM Opera School where he studied with Bernard Roberts and Maria Donska (piano) and Frederick Sharp and Lyndon van der Pump (singing). He has also studied privately and in Masterclasses with Eric Vietheer, Eugenie Triguez, Geoffrey Parsons, Gerhardt Husch, Nadia Boulanger, Pierre Bernac, David Pollard and Sir Peter Pears. He was a Finalist in the Richard Tauber Competition, the Royal Overseas League Competition and the National Federation of Music Societies Award for Male Singers.

Brian has sung in recital and concerts in festivals both at home and abroad including the Spitalfields, Norwich, Camden, Cuenca, Maggio Musicale and Athens Festivals with conductors including Jean-Claude Malgoire, Christoph Rousset, David Roblou, William Christie and Frantisek Vajnar. He has broadcast for the BBC and French Radio and Television and featured as soloist on many recordings including the cantatas of Bernier and Martinu as well as contemporary works by Berio, Henze and Holliger. Equally at home on the operatic stage, Brian has sung for the Royal Opera House Covent Garden, English National Opera, Glyndebourne Festival Opera, Wexford Festival Opera, Aix en Provence Festival Opera, Opera 80 (now English Touring Opera) and more recently Venetian Opera and Bampton Classical Opera.

Brian teaches at an international level and is currently Professor of Singing at both the Guildhall School of Music and Drama, London and the Conservatoire National Sup‰Û_ÌÊÌ_åÂå©rieur de Musique et Danse, Lyon. Brian has also taught on the Berkshire Choral Union, Summer Music and Seminaire Estival de Musique en Wallonie Summer Schools, and has been a tutor for AIMS since it was founded in 2007 by Neil and Penny Jenkins.",Brian,Parsons,publish,brian-parsons,page
4333,13-12-18,21:41:13,"Born in South Derbyshire, Yvonne began her professional career with D'Oyly Carte Opera Company performing numerous roles including ElsieYeomen of the Guard and Josephine HMS Pinafore. She joined Glyndebourne Festival Opera and made her debut with the touring company as Despina Cosi fan tutte. In their production of The Bartered Bride she sang Esmeralda which included training to be a trapeze artist! She sang Musetta La Boheme for Opera North and later returned to understudy Violetta La Traviata and Fiordiligi Cosi fan tutte. She has also worked for WNO and Garsington Opera. For Surrey Opera, she has performed the roles of Adina L‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´Elisir d‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´amore and Violetta La Traviata and for Kentish Opera, Micaela Carmen and PaminaThe Magic Flute. She sang the roles of Donna Elvira Don Giovanni,Clorinda in Rossini‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s La Cenerentola and Musetta La Boheme for Garden Opera including two tours to Kenya plus a performance of Mozart‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s Requiem in Nairobi Cathedral. Yvonne sang the title role in Madame Butterfly and Mimi La Boheme for Opera Brava, and RosalindaDie Fledermaus with Carl Rosa Opera Company at Haddo House in Scotland. She sang First Lady for Swansea City Opera in their successful tour of The Magic Flute, Cio Cio San Madam Butterfly for Opera Box and Alice Ford in Surrey Opera‰Û_ÌãÌ_‰ö_ÌÔ‰ö_å´s production of The Merry Wives of Windsor which included a week of performances at the beautiful Minack Theatre in Cornwall. She made a return visit to the Minack in 2012 to sing the role of Rosalinda in Die Fledermaus.

As a well-known performer of Gilbert and Sullivan, Yvonne was invited to appear as soprano soloist in the Centenary Gala Concert of the Philadelphia Savoy Company, the oldest Gilbert and Sullivan society in America. Yvonne is a regular guest performer on cruises, has appeared on BBC Radio 2's Friday Night is Music Night, and is an adjudicator for the British &amp; International Federation of Music Festivals. Besides a private teaching practice, Yvonne teaches at Chichester University andåÂå¬‰Û_Ìã‰ÛÊLancing College.",Yvonne,Patrick,publish,yvonne-patrick,page
